label,book1,author1,book2,author2,id
0,efficient user-adaptable similarity search in large multimedia databases,"thomas seidl , hans-peter kriegel",view management in multimedia databases,"k. sel &#231; uk candan , eric lemar , v. s. subrahmanian",1117_1274
1,probview : a flexible probabilistic database system,"nicola leone , robert ross , laks v. s. lakshmanan , v. s. subrahmanian",probview : a flexible probabilistic database system,"laks v. s. lakshmanan , nicola leone , robert ross , v. s. subrahmanian",1252_1857
0,xquery : a query language for xml,donald d. chamberlin,a query language for a web-site management system,"mary fernandez , daniela florescu , alon levy , dan suciu",1321_1862
0,query processing techniques for multiversion access methods,"jochen van den bercken , bernhard seeger",query execution techniques for caching expensive methods,"joseph m. hellerstein , jeffrey f. naughton",2118_1991
1,an early look at xquery,"andrew eisenberg , jim melton",an early look at xquery,"andrew eisenberg , jim melton",564_897
0,guest editor 's introduction,"robert meersman , amit p. sheth",guest editorial,malcolm p. atkinson,808_1272
0,guest editor 's introduction,"robert meersman , amit p. sheth",guest editorial,"paolo atzeni , alberto o. mendelzon",808_1216
0,query optimization for xml,"jason mchugh , jennifer widom",coloring away communication in parallel query optimization,"waqar hasan , rajeev motwani",1664_1442
0,a multi-paradigm querying approach for a generic multimedia database management system,"ji-rong wen , qing li , wei-ying ma , hongjiang zhang",the mariposa distributed database management system,jeff sidell,1979_1898
0,eliminating fuzzy duplicates in data warehouses,"rohit ananthakrishna , venkatesh ganti , surajit chaudhuri",knowledge discovery in data warehouses,themistoklis palpanas,159_462
0,accessing a relational database through an object-oriented database interface,"jack a. orenstein , d. n. kamber",converting relational to object-oriented databases,joseph fong,1304_1915
0,reminiscences on influential papers,richard t. snodgrass,reminiscences in influential papers,richard snodgrass,907_334
0,integrating reliable memory in databases,"peter m. chen , wee teck ng",reordering query execution in tertiary memory databases,"sunita sarawagi , michael stonebraker",1752_1050
0,enabling dynamic content caching for database-driven web sites,"qiong luo , divyakant agrawal , wen-syan li , wang-pin hsiung , k. selçuk candan",caching strategies for data-intensive web sites,"khaled yagoub , daniela florescu , val &#233; rie issarny , patrick valduriez",2464_1399
1,parallelising oodbms traversals : a performance evaluation,"jeffrey f. naughton , john c. shafer , david j. dewitt , shivakumar venkataraman",parallelizing oodbms traversals : a performance evaluation,"david j. de witt , jeffrey f. naughton , john c. shafer , shivakumar venkataraman",2542_1212
0,fast algorithms for universal quantification in large databases,"goetz graefe , richard l. cole",incremental distance join algorithms for spatial databases,"g &#237; sli r. hjaltason , hanan samet",501_1802
0,turbo-charging vertical mining of large databases,"jayant r. haritsa , devavrat shah , s. sudarshan , pradeep shenoy , mayank bawa , gaurav bhalotia",towards on-line analytical mining in large databases,jiawei han,710_1762
0,"research and practice in federated information systems , report of the efis ' 2000 international workshop","ralf-detlef kutsche , geert-jan houben , mark roantree , bodo rieger , wilhelm hasselbring , kazimierz subieta , willem-jan van den heuvel",report on ngits ' 99 : the fourth international workshop on next generation information technologies and systems,opher etzion,2473_480
0,schemasql : an extension to sql for multidatabase interoperability,"fereidoon sadri , laks v. s. lakshmanan , subbu n. subramanian",languages for multi-database interoperability,"fr &#233; d &#233; ric gingras , laks v. s. lakshmanan , iyer n. subramanian , despina papoulis , nematollaah shiri",2536_1847
0,algorithms for materialized view design in data warehousing environment,"kamalakar karlapalem , jian yang , qing li",aggregate-query processing in data warehousing environments,"ashish gupta , venky harinarayan , dallan quass",744_1462
0,a logical foundation for deductive object-oriented databases,"mengchi liu , tok wang ling , gillian dobbie",structures for manipulating proposed updates in object-oriented databases,"michael doherty , richard hull , mohammed rupawalla",2302_1976
0,answering xml queries on heterogeneous data sources,"ioana manolescu , donald kossmann , daniela florescu",approximate query translation across heterogeneous information sources,"kevin chen-chuan chang , hector garcia-molina",1228_1401
0,supporting top-k join queries in relational databases,"walid g. aref , ahmed k. elmagarmid , ihab f. ilyas",evaluating functional joins along nested reference sets in object-relational and object-oriented databases,"reinhard braumandl , jens clau &#223; en , alfons kemper",1788_777
0,bringing order to query optimization,"giedrius slivinskas , richard t. snodgrass , christian s. jensen",open issues in parallel query optimization,"waqar hasan , daniela florescu , patrick valduriez",1857_1878
0,implementation of magic-sets in a relational database system,"inderpal singh mumick , hamid pirahesh","olap , relational , and multidimensional database systems",george colliat,341_1884
0,management of multidimensional discrete data,peter baumann,efficient search of multi-dimensional b-trees,"harry leslie , rohit jain , dave birdsall , hedieh yaghmai",449_1112
0,description logics for semantic query optimization in object-oriented database systems,"claudio sartori , sonia bergamaschi , domenico beneventano",a logical foundation for deductive object-oriented databases,"mengchi liu , gillian dobbie , tok wang ling",2008_346
0,eliminating fuzzy duplicates in data warehouses,"rohit ananthakrishna , venkatesh ganti , surajit chaudhuri",issues in developing very large data warehouses,"lyman do , pamela drew , wei jin , vish jumani , david van rossum",159_989
0,selectivity estimation using probabilistic models,"daphne koller , lise getoor , benjamin taskar",improved histograms for selectivity estimation of range predicates,"viswanath poosala , peter j. haas , yannis e. ioannidis , eugene j. shekita",731_1979
0,on parallel execution of multiple pipelined hash joins,"philip s. yu , hui-i hsiao , ming-syan chen",parallel evaluation of multi-join queries,"annita n. wilschut , jan flokstra , peter m. g. apers",1418_1587
0,the design and performance evaluation of alternative xml storage strategies,"david j. dewitt , jianjun chen , chun zhang , feng tian",path sharing and predicate evaluation for high-performance xml filtering,"yanlei diao , mehmet altinel , michael j. franklin , hao zhang , peter fischer",706_2174
0,supporting top-k join queries in relational databases,"walid g. aref , ahmed k. elmagarmid , ihab f. ilyas",groupwise processing of relational queries,"damianos chatziantoniou , kenneth a. ross",1788_932
1,supporting procedural constructs in sql compilers,nelson mendonça mattos,supporting procedural constructs in sql compilers,nelson mendon &#231; a mattos,2263_1140
0,integrated data management for mobile services in the real world,"igor timko , torben bach pedersen , christian hage , christian s. jensen , laurynas speicys",workshop report on experiences using object data management in the real-world,akmal b. chaudhri,2070_1773
0,a graphical query language for mobile information systems,ya-hui chang,a hypertext query language for images,li yang,427_1699
0,path queries on compressed xml,"martin grohe , peter buneman , christoph koch",optimizing queries on compressed bitmaps,"sihem amer-yahia , theodore johnson",1501_1374
0,query processing techniques for arrays,"kenneth salem , arunprasad p. marathe",query processing techniques for multiversion access methods,"jochen van den bercken , bernhard seeger",1126_1144
0,query processing and optimization in oracle rdb,"gennady antoshenkov , mohamed ziauddin",query optimization for xml,"jason mchugh , jennifer widom",1169_782
0,performance issues in incremental warehouse maintenance,"hector garcia-molina , wilburt labio , yingwei cui , jennifer widom , jun yang",incremental maintenance of views with duplicates,"timothy griffin , leonid libkin",1975_1506
0,secure transaction processing in firm real-time database systems,"binto george , jayant r. haritsa",advances in real-time database systems research,azer bestavros,1496_372
0,learning to match ontologies on the semantic web,"jayant madhavan , robin dhamankar , alon y. halevy , pedro domingos , anhai doan",composing web services on the semantic web,"brahim medjahed , athman bouguettaya , ahmed k. elmagarmid",623_2192
1,data extraction and transformation for the data warehouse,cass squire,data extraction and transformation for the data warehouse,case squire,2386_1548
